Date,Unnamed: 0,Mood,Tags,Weather,Moods,EmotionCat,DateTime,Weekday,Time
2023-10-02,343,Proud;Productive,Home;Planning teaching;By myself,overcast clouds,Proud,"High Energy, Positive",2023-10-02 15:46:00,0,15:46:00
2023-10-02,343,Proud;Productive,Home;Planning teaching;By myself,overcast clouds,Productive,"High Energy, Positive",2023-10-02 15:46:00,0,15:46:00
2023-10-02,344,Anxious,Home;Writing;Pets,light rain,Anxious,"High Energy, Negative",2023-10-02 06:32:00,0,06:32:00
2023-10-02,345,Pensive;Optimistic,Home;Writing;Pets,light rain,Pensive,"Low Energy, Positive",2023-10-02 06:32:00,0,06:32:00
2023-10-02,345,Pensive;Optimistic,Home;Writing;Pets,light rain,Optimistic,"High Energy, Positive",2023-10-02 06:32:00,0,06:32:00
2023-10-01,346,Anxious;Apathetic,Home;Resting;By myself,overcast clouds,Anxious,"High Energy, Negative",2023-10-01 18:31:00,6,18:31:00
2023-10-01,346,Anxious;Apathetic,Home;Resting;By myself,overcast clouds,Apathetic,"Low Energy, Negative",2023-10-01 18:31:00,6,18:31:00
2023-10-01,347,Challenged;Pensive,Outside;Walking;By myself,broken clouds,Challenged,"High Energy, Negative",2023-10-01 10:27:00,6,10:27:00
2023-10-01,347,Challenged;Pensive,Outside;Walking;By myself,broken clouds,Pensive,"Low Energy, Positive",2023-10-01 10:27:00,6,10:27:00
2023-10-01,348,Apathetic;Trapped,Home;Writing;By myself,broken clouds,Apathetic,"Low Energy, Negative",2023-10-01 06:31:00,6,06:31:00
2023-10-01,348,Apathetic;Trapped,Home;Writing;By myself,broken clouds,Trapped,"Low Energy, Negative",2023-10-01 06:31:00,6,06:31:00
2023-09-30,349,Vulnerable;Burned Out,Home;Watching shows;By myself,few clouds,Vulnerable,"Low Energy, Negative",2023-09-30 18:52:00,5,18:52:00
2023-09-30,349,Vulnerable;Burned Out,Home;Watching shows;By myself,few clouds,Burned Out,"Low Energy, Negative",2023-09-30 18:52:00,5,18:52:00
2023-09-30,350,Relaxed;Trapped,Home;Watching shows;By myself,few clouds,Relaxed,"Low Energy, Positive",2023-09-30 17:29:00,5,17:29:00
2023-09-30,350,Relaxed;Trapped,Home;Watching shows;By myself,few clouds,Trapped,"Low Energy, Negative",2023-09-30 17:29:00,5,17:29:00
2023-09-30,351,Overwhelmed;Empty,Home;Planning teaching;Writing;By myself,clear sky,Overwhelmed,"High Energy, Negative",2023-09-30 08:13:00,5,08:13:00
2023-09-30,351,Overwhelmed;Empty,Home;Planning teaching;Writing;By myself,clear sky,Empty,"Low Energy, Negative",2023-09-30 08:13:00,5,08:13:00
2023-09-29,352,Annoyed;Challenged,Home;Planning teaching;Watching shows;By myself,overcast clouds,Annoyed,"High Energy, Negative",2023-09-29 19:20:00,4,19:20:00
2023-09-29,352,Annoyed;Challenged,Home;Planning teaching;Watching shows;By myself,overcast clouds,Challenged,"High Energy, Negative",2023-09-29 19:20:00,4,19:20:00
2023-09-29,353,Lost;Regretful,Outside;After swimming;Walking;By myself,broken clouds,Lost,"Low Energy, Negative",2023-09-29 10:04:00,4,10:04:00
2023-09-29,353,Lost;Regretful,Outside;After swimming;Walking;By myself,broken clouds,Regretful,"Low Energy, Negative",2023-09-29 10:04:00,4,10:04:00
2023-09-29,354,Sad,Outside;Walking;By myself,broken clouds,Sad,"Low Energy, Negative",2023-09-29 08:27:00,4,08:27:00
2023-09-29,355,Apathetic,Home;Writing;Waking up;By myself,broken clouds,Apathetic,"Low Energy, Negative",2023-09-29 06:51:00,4,06:51:00
2023-09-28,356,Curious,School;Networking;Strangers;Friends,clear sky,Curious,"High Energy, Positive",2023-09-28 17:40:00,3,17:40:00
2023-09-28,357,Optimistic,Home;Writing;By myself,overcast clouds,Optimistic,"High Energy, Positive",2023-09-28 07:10:00,3,07:10:00
2023-09-28,358,Sad;Worried,Home;Resting;By myself,overcast clouds,Sad,"Low Energy, Negative",2023-09-28 06:31:00,3,06:31:00
2023-09-28,358,Sad;Worried,Home;Resting;By myself,overcast clouds,Worried,"High Energy, Negative",2023-09-28 06:31:00,3,06:31:00
2023-09-28,359,Irritated;Trapped,Home;Writing;By myself,overcast clouds,Irritated,"High Energy, Negative",2023-09-28 06:13:00,3,06:13:00
2023-09-28,359,Irritated;Trapped,Home;Writing;By myself,overcast clouds,Trapped,"Low Energy, Negative",2023-09-28 06:13:00,3,06:13:00
2023-09-27,360,Good;Burned Out,Home;Writing;Pets,overcast clouds,Good,"Low Energy, Positive",2023-09-27 20:15:00,2,20:15:00
2023-09-27,360,Good;Burned Out,Home;Writing;Pets,overcast clouds,Burned Out,"Low Energy, Negative",2023-09-27 20:15:00,2,20:15:00
2023-09-27,361,Chill,Home;Watching shows;By myself,overcast clouds,Chill,"Low Energy, Positive",2023-09-27 17:37:00,2,17:37:00
2023-09-27,362,Overwhelmed;Apathetic,Home;Resting;By myself,scattered clouds,Overwhelmed,"High Energy, Negative",2023-09-27 11:02:00,2,11:02:00
2023-09-27,362,Overwhelmed;Apathetic,Home;Resting;By myself,scattered clouds,Apathetic,"Low Energy, Negative",2023-09-27 11:02:00,2,11:02:00
2023-09-27,363,Sad;Insecure,Home;Reading;By myself,fog,Sad,"Low Energy, Negative",2023-09-27 06:36:00,2,06:36:00
2023-09-27,363,Sad;Insecure,Home;Reading;By myself,fog,Insecure,"Low Energy, Negative",2023-09-27 06:36:00,2,06:36:00
2023-09-26,364,Thoughtful;Appreciated,At friends;Helping someone;Watching shows;Friends,overcast clouds,Thoughtful,"Low Energy, Positive",2023-09-26 18:40:00,1,18:40:00
2023-09-26,364,Thoughtful;Appreciated,At friends;Helping someone;Watching shows;Friends,overcast clouds,Appreciated,"High Energy, Positive",2023-09-26 18:40:00,1,18:40:00
2023-09-26,365,Relieved,At friends;Helping someone;Friends,overcast clouds,Relieved,"Low Energy, Positive",2023-09-26 14:29:00,1,14:29:00
2023-09-26,366,Anxious,Home;Waking up;By myself,fog,Anxious,"High Energy, Negative",2023-09-26 06:22:00,1,06:22:00
2023-09-25,367,Productive,Home;Writing;By myself,overcast clouds,Productive,"High Energy, Positive",2023-09-25 19:14:00,0,19:14:00
2023-09-25,368,Chill;Optimistic,Home;Watching shows;By myself,overcast clouds,Chill,"Low Energy, Positive",2023-09-25 17:08:00,0,17:08:00
2023-09-25,368,Chill;Optimistic,Home;Watching shows;By myself,overcast clouds,Optimistic,"High Energy, Positive",2023-09-25 17:08:00,0,17:08:00
2023-09-25,369,Trapped,Home;Resting;By myself,scattered clouds,Trapped,"Low Energy, Negative",2023-09-25 06:58:00,0,06:58:00
2023-09-24,370,Balanced;Pensive,Home;Reading;Pets,few clouds,Balanced,"Low Energy, Positive",2023-09-24 19:16:00,6,19:16:00
2023-09-24,370,Balanced;Pensive,Home;Reading;Pets,few clouds,Pensive,"Low Energy, Positive",2023-09-24 19:16:00,6,19:16:00
2023-09-24,371,Chill;Restless,Outside;Walking;By myself,scattered clouds,Chill,"Low Energy, Positive",2023-09-24 13:23:00,6,13:23:00
2023-09-24,371,Chill;Restless,Outside;Walking;By myself,scattered clouds,Restless,"High Energy, Negative",2023-09-24 13:23:00,6,13:23:00
2023-09-24,372,Productive;Determined,Home;Planning teaching;Pets,few clouds,Productive,"High Energy, Positive",2023-09-24 11:28:00,6,11:28:00
2023-09-24,372,Productive;Determined,Home;Planning teaching;Pets,few clouds,Determined,"High Energy, Positive",2023-09-24 11:28:00,6,11:28:00
2023-09-24,373,Lonely;Empty,Home;Writing;By myself,clear sky,Lonely,"Low Energy, Negative",2023-09-24 06:31:00,6,06:31:00
2023-09-24,373,Lonely;Empty,Home;Writing;By myself,clear sky,Empty,"Low Energy, Negative",2023-09-24 06:31:00,6,06:31:00
2023-09-23,374,Lonely;Empty,Home;Resting;Pets,broken clouds,Lonely,"Low Energy, Negative",2023-09-23 18:30:00,5,18:30:00
2023-09-23,374,Lonely;Empty,Home;Resting;Pets,broken clouds,Empty,"Low Energy, Negative",2023-09-23 18:30:00,5,18:30:00
2023-09-23,375,Chill,Home;Reading;By myself,broken clouds,Chill,"Low Energy, Positive",2023-09-23 16:04:00,5,16:04:00
2023-09-23,376,Optimistic;Curious,Home;Back from run;By myself,clear sky,Optimistic,"High Energy, Positive",2023-09-23 10:42:00,5,10:42:00
2023-09-23,376,Optimistic;Curious,Home;Back from run;By myself,clear sky,Curious,"High Energy, Positive",2023-09-23 10:42:00,5,10:42:00
2023-09-23,377,Enthusiastic;Worried,Home;Writing;By myself,broken clouds,Enthusiastic,"High Energy, Positive",2023-09-23 06:32:00,5,06:32:00
2023-09-23,377,Enthusiastic;Worried,Home;Writing;By myself,broken clouds,Worried,"High Energy, Negative",2023-09-23 06:32:00,5,06:32:00
2023-09-22,378,Meh;Down,Home;Watching shows;By myself,light rain,Meh,"Low Energy, Negative",2023-09-22 18:12:00,4,18:12:00
2023-09-22,378,Meh;Down,Home;Watching shows;By myself,light rain,Down,"Low Energy, Negative",2023-09-22 18:12:00,4,18:12:00
2023-09-22,379,Thoughtful;Sympathetic,Home;Writing;By myself,light rain,Thoughtful,"Low Energy, Positive",2023-09-22 06:34:00,4,06:34:00
2023-09-22,379,Thoughtful;Sympathetic,Home;Writing;By myself,light rain,Sympathetic,"Low Energy, Positive",2023-09-22 06:34:00,4,06:34:00
2023-09-21,380,Peaceful;Thoughtful,Home;Reading;Resting;By myself,overcast clouds,Peaceful,"Low Energy, Positive",2023-09-21 20:14:00,3,20:14:00
2023-09-21,380,Peaceful;Thoughtful,Home;Reading;Resting;By myself,overcast clouds,Thoughtful,"Low Energy, Positive",2023-09-21 20:14:00,3,20:14:00
2023-09-21,381,Productive,Work;Planning teaching;Co-workers,overcast clouds,Productive,"High Energy, Positive",2023-09-21 12:30:00,3,12:30:00
2023-09-21,382,Balanced;Pensive,Work;Resting;By myself,overcast clouds,Balanced,"Low Energy, Positive",2023-09-21 08:02:00,3,08:02:00
2023-09-21,382,Balanced;Pensive,Work;Resting;By myself,overcast clouds,Pensive,"Low Energy, Positive",2023-09-21 08:02:00,3,08:02:00
2023-09-20,383,Joyful;Tired,Outside;Hanging out;Strangers;Friends,broken clouds,Joyful,"High Energy, Positive",2023-09-20 19:16:00,2,19:16:00
2023-09-20,383,Joyful;Tired,Outside;Hanging out;Strangers;Friends,broken clouds,Tired,"Low Energy, Negative",2023-09-20 19:16:00,2,19:16:00
2023-09-20,384,Pensive,Library;Writing;Friends,overcast clouds,Pensive,"Low Energy, Positive",2023-09-20 11:27:00,2,11:27:00
2023-09-20,385,Sad;Empty,Home;Reading;Writing;By myself,light rain,Sad,"Low Energy, Negative",2023-09-20 06:35:00,2,06:35:00
2023-09-20,385,Sad;Empty,Home;Reading;Writing;By myself,light rain,Empty,"Low Energy, Negative",2023-09-20 06:35:00,2,06:35:00
2023-09-19,386,Chill;Disconnected,Home;Resting;By myself,broken clouds,Chill,"Low Energy, Positive",2023-09-19 19:44:00,1,19:44:00
2023-09-19,386,Chill;Disconnected,Home;Resting;By myself,broken clouds,Disconnected,"Low Energy, Negative",2023-09-19 19:44:00,1,19:44:00
2023-09-19,387,Anxious;Overwhelmed,Home;Writing;By myself,broken clouds,Anxious,"High Energy, Negative",2023-09-19 06:31:00,1,06:31:00
2023-09-19,387,Anxious;Overwhelmed,Home;Writing;By myself,broken clouds,Overwhelmed,"High Energy, Negative",2023-09-19 06:31:00,1,06:31:00
2023-09-18,388,Anxious;Annoyed,Home;Planning teaching;By myself,light rain,Anxious,"High Energy, Negative",2023-09-18 18:30:00,0,18:30:00
2023-09-18,388,Anxious;Annoyed,Home;Planning teaching;By myself,light rain,Annoyed,"High Energy, Negative",2023-09-18 18:30:00,0,18:30:00
2023-09-17,389,Fatigued;Accomplished,Home;Resting;By myself,broken clouds,Fatigued,"Low Energy, Negative",2023-09-17 19:00:00,6,19:00:00
2023-09-17,389,Fatigued;Accomplished,Home;Resting;By myself,broken clouds,Accomplished,"High Energy, Positive",2023-09-17 19:00:00,6,19:00:00
2023-09-17,390,Excited,Home;Resting;By myself,overcast clouds,Excited,"High Energy, Positive",2023-09-17 09:58:00,6,09:58:00
2023-09-17,391,Chill;Wishful,Home;Writing;By myself,overcast clouds,Chill,"Low Energy, Positive",2023-09-17 06:56:00,6,06:56:00
2023-09-17,391,Chill;Wishful,Home;Writing;By myself,overcast clouds,Wishful,"Low Energy, Negative",2023-09-17 06:56:00,6,06:56:00
2023-09-16,392,Productive;Playful,Home;Planning teaching;Watching shows;By myself,broken clouds,Productive,"High Energy, Positive",2023-09-16 18:38:00,5,18:38:00
2023-09-16,392,Productive;Playful,Home;Planning teaching;Watching shows;By myself,broken clouds,Playful,"High Energy, Positive",2023-09-16 18:38:00,5,18:38:00
2023-09-16,393,Lost;Desire,Home;Resting;By myself,broken clouds,Lost,"Low Energy, Negative",2023-09-16 06:50:00,5,06:50:00
2023-09-16,393,Lost;Desire,Home;Resting;By myself,broken clouds,Desire,"High Energy, Positive",2023-09-16 06:50:00,5,06:50:00
2023-09-15,394,Chill;Carefree,Outside;Networking;Strangers,broken clouds,Chill,"Low Energy, Positive",2023-09-15 16:59:00,4,16:59:00
2023-09-15,394,Chill;Carefree,Outside;Networking;Strangers,broken clouds,Carefree,"High Energy, Positive",2023-09-15 16:59:00,4,16:59:00
2023-09-14,395,Proud,Commuting;Between places;Listening to music;Strangers,overcast clouds,Proud,"High Energy, Positive",2023-09-14 18:12:00,3,18:12:00
2023-09-14,396,Relieved;Accomplished,Outside;Walking;By myself,overcast clouds,Relieved,"Low Energy, Positive",2023-09-14 17:22:00,3,17:22:00
2023-09-14,396,Relieved;Accomplished,Outside;Walking;By myself,overcast clouds,Accomplished,"High Energy, Positive",2023-09-14 17:22:00,3,17:22:00
2023-09-14,397,Challenged;Competent,Commuting;Between places;Strangers,scattered clouds,Challenged,"High Energy, Negative",2023-09-14 12:58:00,3,12:58:00
2023-09-14,397,Challenged;Competent,Commuting;Between places;Strangers,scattered clouds,Competent,"High Energy, Positive",2023-09-14 12:58:00,3,12:58:00
2023-09-14,398,Upbeat,Work;Networking;Co-workers,scattered clouds,Upbeat,"High Energy, Positive",2023-09-14 11:55:00,3,11:55:00
2023-09-14,399,Nervous;Optimistic,Home;Writing;By myself,few clouds,Nervous,"High Energy, Negative",2023-09-14 06:32:00,3,06:32:00
2023-09-14,399,Nervous;Optimistic,Home;Writing;By myself,few clouds,Optimistic,"High Energy, Positive",2023-09-14 06:32:00,3,06:32:00
2023-09-13,400,Challenged,Home;Planning teaching;By myself,broken clouds,Challenged,"High Energy, Negative",2023-09-13 19:34:00,2,19:34:00
2023-09-12,401,Valued,At friends;Helping someone;Hanging out;Friends,overcast clouds,Valued,"High Energy, Positive",2023-09-12 17:13:00,1,17:13:00
2023-09-12,402,Relieved,Work;Teaching,mist,Relieved,"Low Energy, Positive",2023-09-12 10:05:00,1,10:05:00
2023-09-12,403,Tense,Home;Writing;By myself,mist,Tense,"High Energy, Negative",2023-09-12 06:00:00,1,06:00:00
2023-09-11,404,Lonely;Empty,Home;Resting;By myself,mist,Lonely,"Low Energy, Negative",2023-09-11 06:10:00,0,06:10:00
2023-09-11,404,Lonely;Empty,Home;Resting;By myself,mist,Empty,"Low Energy, Negative",2023-09-11 06:10:00,0,06:10:00
2023-09-10,405,Miserable;Anxious,Home;Watching shows;Pets,broken clouds,Miserable,"Low Energy, Negative",2023-09-10 18:36:00,6,18:36:00
2023-09-10,405,Miserable;Anxious,Home;Watching shows;Pets,broken clouds,Anxious,"High Energy, Negative",2023-09-10 18:36:00,6,18:36:00
2023-09-10,406,Grateful,Home;Planning teaching;By myself,broken clouds,Grateful,"Low Energy, Positive",2023-09-10 15:43:00,6,15:43:00
2023-09-10,407,Pensive;Wistful,Home;Writing;By myself,fog,Pensive,"Low Energy, Positive",2023-09-10 08:04:00,6,08:04:00
2023-09-10,407,Pensive;Wistful,Home;Writing;By myself,fog,Wistful,"Low Energy, Negative",2023-09-10 08:04:00,6,08:04:00
2023-09-10,408,Anxious;Sad,Home;Reading;Pets,scattered clouds,Anxious,"High Energy, Negative",2023-09-10 04:58:00,6,04:58:00
2023-09-10,408,Anxious;Sad,Home;Reading;Pets,scattered clouds,Sad,"Low Energy, Negative",2023-09-10 04:58:00,6,04:58:00
2023-09-09,409,Sad,Home;Hanging out;By myself,overcast clouds,Sad,"Low Energy, Negative",2023-09-09 07:55:00,5,07:55:00
2023-09-08,410,Joyful,Outside;Networking;Friends,overcast clouds,Joyful,"High Energy, Positive",2023-09-08 20:31:00,4,20:31:00
2023-09-08,411,Productive,Work;Planning teaching;Co-workers,few clouds,Productive,"High Energy, Positive",2023-09-08 14:22:00,4,14:22:00
2023-09-08,412,Surprised;Excited,Outside;Networking;Walking;Friends,few clouds,Surprised,"High Energy, Positive",2023-09-08 08:03:00,4,08:03:00
2023-09-08,412,Surprised;Excited,Outside;Networking;Walking;Friends,few clouds,Excited,"High Energy, Positive",2023-09-08 08:03:00,4,08:03:00
2023-09-08,413,Anxious,Home;Planning teaching;By myself,few clouds,Anxious,"High Energy, Negative",2023-09-08 06:30:00,4,06:30:00
2023-09-07,414,Discouraged;Wistful,Home;Planning teaching;Watching shows;By myself,broken clouds,Discouraged,"Low Energy, Negative",2023-09-07 18:31:00,3,18:31:00
2023-09-07,414,Discouraged;Wistful,Home;Planning teaching;Watching shows;By myself,broken clouds,Wistful,"Low Energy, Negative",2023-09-07 18:31:00,3,18:31:00
2023-09-07,415,Confident;Calm,Home;Planning teaching;Writing;By myself,broken clouds,Confident,"High Energy, Positive",2023-09-07 07:00:00,3,07:00:00
2023-09-07,415,Confident;Calm,Home;Planning teaching;Writing;By myself,broken clouds,Calm,"Low Energy, Positive",2023-09-07 07:00:00,3,07:00:00
2023-09-06,416,Envious;Tired,Home;Reading;By myself,clear sky,Envious,"Low Energy, Negative",2023-09-06 18:52:00,2,18:52:00
2023-09-06,416,Envious;Tired,Home;Reading;By myself,clear sky,Tired,"Low Energy, Negative",2023-09-06 18:52:00,2,18:52:00
2023-09-06,417,Desire;Lonely,Home;Watching shows;By myself,clear sky,Desire,"High Energy, Positive",2023-09-06 17:58:00,2,17:58:00
2023-09-06,417,Desire;Lonely,Home;Watching shows;By myself,clear sky,Lonely,"Low Energy, Negative",2023-09-06 17:58:00,2,17:58:00
2023-09-06,418,Longing,Home;Writing;By myself,fog,Longing,"Low Energy, Negative",2023-09-06 06:45:00,2,06:45:00
2023-09-06,419,Excited;Pensive,Home;Writing;By myself,fog,Excited,"High Energy, Positive",2023-09-06 06:44:00,2,06:44:00
2023-09-06,419,Excited;Pensive,Home;Writing;By myself,fog,Pensive,"Low Energy, Positive",2023-09-06 06:44:00,2,06:44:00
2023-09-05,420,Tired,Home;Watching shows;Resting;By myself,clear sky,Tired,"Low Energy, Negative",2023-09-05 18:30:00,1,18:30:00
2023-09-05,421,At Ease;Chill,Home;Resting;Family,scattered clouds,At Ease,"Low Energy, Positive",2023-09-05 17:08:00,1,17:08:00
2023-09-05,421,At Ease;Chill,Home;Resting;Family,scattered clouds,Chill,"Low Energy, Positive",2023-09-05 17:08:00,1,17:08:00
2023-09-05,422,Happy;Accomplished,Work;Planning teaching;Co-workers,scattered clouds,Happy,"High Energy, Positive",2023-09-05 14:20:00,1,14:20:00
2023-09-05,422,Happy;Accomplished,Work;Planning teaching;Co-workers,scattered clouds,Accomplished,"High Energy, Positive",2023-09-05 14:20:00,1,14:20:00
2023-09-05,423,Challenged;Annoyed,Work;Teaching;Co-workers;Students,broken clouds,Challenged,"High Energy, Negative",2023-09-05 10:36:00,1,10:36:00
2023-09-05,423,Challenged;Annoyed,Work;Teaching;Co-workers;Students,broken clouds,Annoyed,"High Energy, Negative",2023-09-05 10:36:00,1,10:36:00
2023-09-05,424,Anxious,Home;Writing;By myself,fog,Anxious,"High Energy, Negative",2023-09-05 06:31:00,1,06:31:00
2023-09-04,425,Tense,Home;Watching shows;Resting;Pets,clear sky,Tense,"High Energy, Negative",2023-09-04 18:08:00,0,18:08:00
2023-09-04,426,Anxious,Home;Planning teaching;By myself,few clouds,Anxious,"High Energy, Negative",2023-09-04 07:38:00,0,07:38:00
2023-09-04,427,Productive;Challenged,Home;Planning teaching;By myself,few clouds,Productive,"High Energy, Positive",2023-09-04 07:37:00,0,07:37:00
2023-09-04,427,Productive;Challenged,Home;Planning teaching;By myself,few clouds,Challenged,"High Energy, Negative",2023-09-04 07:37:00,0,07:37:00
2023-09-03,428,Chill;Anxious,Home;Reading;Resting;By myself,broken clouds,Chill,"Low Energy, Positive",2023-09-03 19:20:00,6,19:20:00
2023-09-03,428,Chill;Anxious,Home;Reading;Resting;By myself,broken clouds,Anxious,"High Energy, Negative",2023-09-03 19:20:00,6,19:20:00
2023-09-03,429,Meh;Tense,Outside;Reading;Pets,broken clouds,Meh,"Low Energy, Negative",2023-09-03 15:14:00,6,15:14:00
2023-09-03,429,Meh;Tense,Outside;Reading;Pets,broken clouds,Tense,"High Energy, Negative",2023-09-03 15:14:00,6,15:14:00
2023-09-03,430,Accomplished,Home;Planning teaching;By myself,broken clouds,Accomplished,"High Energy, Positive",2023-09-03 13:15:00,6,13:15:00
2023-09-03,431,Productive;Challenged,Outside;Reading;Pets,few clouds,Productive,"High Energy, Positive",2023-09-03 07:52:00,6,07:52:00
2023-09-03,431,Productive;Challenged,Outside;Reading;Pets,few clouds,Challenged,"High Energy, Negative",2023-09-03 07:52:00,6,07:52:00
2023-09-02,432,Sad;Longing,Home;Watching shows;Listening to music;Resting;By myself,clear sky,Sad,"Low Energy, Negative",2023-09-02 18:32:00,5,18:32:00
2023-09-02,432,Sad;Longing,Home;Watching shows;Listening to music;Resting;By myself,clear sky,Longing,"Low Energy, Negative",2023-09-02 18:32:00,5,18:32:00
2023-09-01,433,Nostalgic;Melancholic,Home;Watching shows;By myself,few clouds,Nostalgic,"Low Energy, Negative",2023-09-01 13:35:00,4,13:35:00
2023-09-01,433,Nostalgic;Melancholic,Home;Watching shows;By myself,few clouds,Melancholic,"Low Energy, Negative",2023-09-01 13:35:00,4,13:35:00
2023-09-01,434,Sad;Apathetic,Home;Watching shows;By myself,few clouds,Sad,"Low Energy, Negative",2023-09-01 13:33:00,4,13:33:00
2023-09-01,434,Sad;Apathetic,Home;Watching shows;By myself,few clouds,Apathetic,"Low Energy, Negative",2023-09-01 13:33:00,4,13:33:00
2023-09-01,435,Disappointed;Grateful,Home;Writing;By myself,overcast clouds,Disappointed,"Low Energy, Negative",2023-09-01 09:15:00,4,09:15:00
2023-09-01,435,Disappointed;Grateful,Home;Writing;By myself,overcast clouds,Grateful,"Low Energy, Positive",2023-09-01 09:15:00,4,09:15:00
2023-08-31,436,Connected,Outside;Between places;Family,broken clouds,Connected,"High Energy, Positive",2023-08-31 16:59:00,3,16:59:00
2023-08-31,437,Valued;Grateful,Outside;Walking;By myself,overcast clouds,Valued,"High Energy, Positive",2023-08-31 09:53:00,3,09:53:00
2023-08-31,437,Valued;Grateful,Outside;Walking;By myself,overcast clouds,Grateful,"Low Energy, Positive",2023-08-31 09:53:00,3,09:53:00
2023-08-31,438,Joyful,Home;Writing;By myself,overcast clouds,Joyful,"High Energy, Positive",2023-08-31 08:21:00,3,08:21:00
2023-08-30,439,Excited;Worried,Home;Resting;By myself,overcast clouds,Excited,"High Energy, Positive",2023-08-30 21:35:00,2,21:35:00
2023-08-30,439,Excited;Worried,Home;Resting;By myself,overcast clouds,Worried,"High Energy, Negative",2023-08-30 21:35:00,2,21:35:00
2023-08-30,440,Confused;Mellow,Home;Resting;Pets,broken clouds,Confused,"Low Energy, Negative",2023-08-30 15:25:00,2,15:25:00
2023-08-30,440,Confused;Mellow,Home;Resting;Pets,broken clouds,Mellow,"Low Energy, Positive",2023-08-30 15:25:00,2,15:25:00
2023-08-30,441,Pensive;Thoughtful,Home;Writing;Waking up;By myself,broken clouds,Pensive,"Low Energy, Positive",2023-08-30 06:31:00,2,06:31:00
2023-08-30,441,Pensive;Thoughtful,Home;Writing;Waking up;By myself,broken clouds,Thoughtful,"Low Energy, Positive",2023-08-30 06:31:00,2,06:31:00
2023-08-29,442,Meh;Tired,Home;Resting;By myself,overcast clouds,Meh,"Low Energy, Negative",2023-08-29 18:57:00,1,18:57:00
2023-08-29,442,Meh;Tired,Home;Resting;By myself,overcast clouds,Tired,"Low Energy, Negative",2023-08-29 18:57:00,1,18:57:00
2023-08-29,443,Mellow;Empowered,Outside;Walking;By myself,overcast clouds,Mellow,"Low Energy, Positive",2023-08-29 10:04:00,1,10:04:00
2023-08-29,443,Mellow;Empowered,Outside;Walking;By myself,overcast clouds,Empowered,"High Energy, Positive",2023-08-29 10:04:00,1,10:04:00
2023-08-29,444,Vulnerable;Thoughtful,Home;Resting;By myself,overcast clouds,Vulnerable,"Low Energy, Negative",2023-08-29 08:49:00,1,08:49:00
2023-08-29,444,Vulnerable;Thoughtful,Home;Resting;By myself,overcast clouds,Thoughtful,"Low Energy, Positive",2023-08-29 08:49:00,1,08:49:00
2023-08-28,445,Chill;Vulnerable,Home;Watching shows;Resting;By myself,few clouds,Chill,"Low Energy, Positive",2023-08-28 19:01:00,0,19:01:00
2023-08-28,445,Chill;Vulnerable,Home;Watching shows;Resting;By myself,few clouds,Vulnerable,"Low Energy, Negative",2023-08-28 19:01:00,0,19:01:00
2023-08-28,446,Empowered;Wistful,Outside;Walking;By myself,few clouds,Empowered,"High Energy, Positive",2023-08-28 10:31:00,0,10:31:00
2023-08-28,446,Empowered;Wistful,Outside;Walking;By myself,few clouds,Wistful,"Low Energy, Negative",2023-08-28 10:31:00,0,10:31:00
2023-08-27,447,Spent;Disconnected,Home;Watching shows;Resting;By myself,few clouds,Spent,"Low Energy, Negative",2023-08-27 13:54:00,6,13:54:00
2023-08-27,447,Spent;Disconnected,Home;Watching shows;Resting;By myself,few clouds,Disconnected,"Low Energy, Negative",2023-08-27 13:54:00,6,13:54:00
2023-08-27,448,Fatigued,Outside;Walking;Strangers,scattered clouds,Fatigued,"Low Energy, Negative",2023-08-27 07:44:00,6,07:44:00
2023-08-26,449,Enthusiastic;Determined,Outside;Walking;Strangers,overcast clouds,Enthusiastic,"High Energy, Positive",2023-08-26 14:10:00,5,14:10:00
2023-08-26,449,Enthusiastic;Determined,Outside;Walking;Strangers,overcast clouds,Determined,"High Energy, Positive",2023-08-26 14:10:00,5,14:10:00
2023-08-25,450,Chill,Home;Watching shows;By myself,broken clouds,Chill,"Low Energy, Positive",2023-08-25 17:22:00,4,17:22:00
2023-08-25,451,Sad;Apathetic,Home;Planning teaching;By myself,broken clouds,Sad,"Low Energy, Negative",2023-08-25 14:46:00,4,14:46:00
2023-08-25,451,Sad;Apathetic,Home;Planning teaching;By myself,broken clouds,Apathetic,"Low Energy, Negative",2023-08-25 14:46:00,4,14:46:00
2023-08-25,452,Hopeful;Delighted,Outside;Walking;By myself,overcast clouds,Hopeful,"High Energy, Positive",2023-08-25 07:57:00,4,07:57:00
2023-08-25,452,Hopeful;Delighted,Outside;Walking;By myself,overcast clouds,Delighted,"High Energy, Positive",2023-08-25 07:57:00,4,07:57:00
2023-08-24,453,Enthusiastic,Work;Planning teaching;Co-workers,overcast clouds,Enthusiastic,"High Energy, Positive",2023-08-24 11:31:00,3,11:31:00
2023-08-24,454,Nostalgic;Melancholic,Home;Writing;By myself,overcast clouds,Nostalgic,"Low Energy, Negative",2023-08-24 06:30:00,3,06:30:00
2023-08-24,454,Nostalgic;Melancholic,Home;Writing;By myself,overcast clouds,Melancholic,"Low Energy, Negative",2023-08-24 06:30:00,3,06:30:00
2023-08-23,455,Sad,Home;Resting;By myself,overcast clouds,Sad,"Low Energy, Negative",2023-08-23 15:40:00,2,15:40:00
